收费门架信息,,,,
序号,收费门架编号,门架名称,纬度,经度
1088,G002237010002620010,泰安东虚-泰安东收费门架,36.148000,117.166000
1089,G002237010002710010,泰安南-泰安南虚收费门架,36.144000,117.092000
1090,G002237010002820010,泰安南虚-泰安南收费门架,36.144000,117.092000
1091,G002537001000810080,大王-阳河门架,36.9560078,118.54070714
1092,G002537001001010090,阳河-何官门架,36.894564,118.545869
1093,G002537001001320200,于家庄枢纽-何官门架,36.814246,118.546558
1094,G002537001001520110,阳河-大王门架,36.95511722,118.54123867
1095,G002537001001710190,何官-于家庄枢纽门架,36.814865,118.546471
1096,G002537001001820100,何官-阳河门架,36.89365023,118.54597423
1097,G002537001001910010,大王-大王虚收费门架,37.025267,118.537526
1098,G002537001001920010,大王虚-大王收费门架,37.025267,118.537526
1099,G002537001002010010,阳河-阳河虚收费门架,36.954929,118.535623
1100,G002537001002020010,阳河虚-阳河收费门架,36.954929,118.535623
1101,G002537001002110010,何官-何官虚收费门架,36.814376,118.540998
1102,G002537001002120010,何官虚-何官收费门架,36.814376,118.540998
1103,G002537002000110010,于家庄枢纽-青州北门架,36.793073,118.543436
1104,G002537002000210020,青州北-青州门架,36.767301,118.546274
1105,G002537002000310030,青州-青州南门架,36.708003962167,118.58147281507918
1106,G002537002000410040,青州南-临朐门架,36.603432,118.607725
1107,G002537002000510050,临朐-临朐南门架,36.49886585,118.62951476
1108,G002537002000610060,临朐南-沂山门架,36.40098773,118.64227496
1109,G002537002000710070,沂山-马站枢纽门架,36.222204,118.712679
1110,G002537002000820080,马站枢纽-沂山门架,36.221625,118.712753
1111,G002537002000920090,沂山-临朐南门架,36.4001972,118.64245381
1112,G002537002001020100,临朐南-临朐门架,36.49830357,118.62996564
1113,G002537002001120110,临朐-青州南门架,36.602774,118.608588
1114,G002537002001220120,青州南-青州门架,36.707198274298676,118.58221367462428
1115,G002537002001320130,青州-青州北门架,36.766386,118.546915
1116,G002537002001420140,青州北-于家庄枢纽门架,36.790353,118.543207
1117,G002537002001510010,青州北-青州北虚收费门架,36.790142,118.537700
1118,G002537002001520010,青州北虚-青州北收费门架,36.790142,118.537700
1119,G002537002001610010,青州-青州虚收费门架,36.706907,118.576915
1120,G002537002001620010,青州虚-青州收费门架,36.706907,118.576915
1121,G002537002001710010,青州南-青州南虚收费门架,36.603389,118.602200
1122,G002537002001720010,青州南虚-青州南收费门架,36.603389,118.602200
1123,G002537002001810010,临朐-临朐虚收费门架,36.499028,118.623911
1124,G002537002001820010,临朐虚-临朐收费门架,36.499028,118.623911
1125,G002537002001910010,临朐南-临朐南虚收费门架,36.400939,118.636710
1126,G002537002001920010,临朐南虚-临朐南收费门架,36.400939,118.636710
1127,G002537002002010010,沂山-沂山虚收费门架,36.222018,118.706976
1128,G002537002002020010,沂山虚-沂山收费门架,36.222018,118.706976
1129,G002537003000210020,马站枢纽-沂水北门架,36.00635937,118.72539195
1130,G002537003000310030,沂水北-沂水门架,35.967236,118.732377
1131,G002537003000410040,沂水-沂水南门架,35.709217,118.701843
1132,G002537003000510050,沂水南-沂南北门架,35.60930837,118.67303759
1133,G002537003000610060,沂南北-沂南东门架,35.57301543,118.66247249
1134,G002537003000710070,沂南东-日东枢纽门架,35.487135,118.644222
1135,G002537003000820080,日东枢纽-沂南东门架,35.48637453,118.64439101
1136,G002537003000920090,沂南东-沂南北门架,35.57270455,118.66263674
1137,G002537003001020100,沂南北-沂水南门架,35.608798433519624,118.67300760813123
1138,G002537003001120110,沂水南-沂水门架,35.70837316,118.70207757
1139,G002537003001220120,沂水-沂水北门架,35.96654609,118.73265142
1140,G002537003001320130,沂水北-马站枢纽门架,36.00575396,118.72577413
1141,G002537003001510010,沂水北-沂水北虚收费门架,35.967141,118.726865
1142,G002537003001520010,沂水北虚-沂水北收费门架,35.967141,118.726865
1143,G002537003001610010,沂水-沂水虚收费门架,35.966676,118.727156
1144,G002537003001620010,沂水虚-沂水收费门架,35.966676,118.727156
1145,G002537003001710010,沂水南-沂水南虚收费门架,35.708496,118.696654
1146,G002537003001720010,沂水南虚-沂水南收费门架,35.708496,118.696654
1147,G002537003001810010,沂南北-沂南北虚收费门架,35.609000,118.667623
1148,G002537003001820010,沂南北虚-沂南北收费门架,35.609000,118.667623
1149,G002537003001910010,沂南东-沂南东虚收费门架,35.572950,118.657290
1150,G002537003001920010,沂南东虚-沂南东收费门架,35.572950,118.657290
1151,G002537004000310030,日东枢纽-河东门架,35.24900809,118.62819961
1152,G002537004000410040,河东-临沂东门架,35.14260029,118.61583268
1153,G002537004000510050,临沂东-临沭北门架,35.062715,118.652874
1154,G002537004000810070,临沭-长深鲁苏门架,34.88281586,118.78585003
1155,G002537004000810150,临沭-长深鲁苏门架,34.88143367466715,118.7894717656061
1156,G002537004000920100,长深鲁苏-临沭门架,34.879598,118.794930
1157,G002537004000920160,长深鲁苏-临沭门架,34.881221,118.790562
1158,G002537004001220120,临沭北-临沂东门架,35.062365,118.653524
1159,G002537004001320130,临沂东-河东门架,35.14180449,118.61561129
1160,G002537004001420140,河东-日东枢纽门架,35.24815701,118.62846166
1161,G002537004001710010,河东-河东虚收费门架,35.248807,118.623215
1162,G002537004001720010,河东虚-河东收费门架,35.248807,118.623215
1163,G002537004001810010,临沂东-临沂东虚收费门架,35.063323,118.647524
1164,G002537004001820010,临沂东虚-临沂东收费门架,35.063323,118.647524
1165,G002537004001910010,临沭北-临沭北虚收费门架,35.063049,118.648312
1166,G002537004001920010,临沭北虚-临沭北收费门架,35.063049,118.648312
1167,G002537004002010010,临沭-临沭虚收费门架,34.882085,118.784233
1168,G002537004002020010,临沭虚-临沭收费门架,34.882085,118.784233
1169,G002537004002110010,临沭北虚-青云枢纽收费门架,35.040683,118.672179
1170,G002537004002120020,青云枢纽-临沭北虚收费门架,35.040577,118.672806
1171,G002537004002210010,青云枢纽-临沭虚收费门架,34.936870,118.734080
1172,G002537004002220020,临沭虚-青云枢纽收费门架,34.936367,0.000000
1173,G002537005000320010,李庄枢纽-广饶西门架,37.227159,118.440474
1174,G002537005000420020,广饶西-博兴北门架,37.226476,118.406466
1175,G002537005000620030,博兴北-博兴门架,37.243206,118.203675
1176,G002537005000720040,博兴-彭家枢纽门架,37.226835,118.064176
1177,G002537005001010050,彭家枢纽-博兴门架,37.225831,118.058984
1178,G002537005001110060,博兴-博兴北门架,37.243127,118.202811
1179,G002537005001310070,博兴北-广饶西门架,37.226376,118.405647
1180,G002537005001410080,广饶西-李庄枢纽门架,37.227114,118.439520
1181,G002537005001710010,博兴-博兴虚收费门架,37.226060,118.058008
1182,G002537005001720010,博兴虚-博兴收费门架,37.226060,118.058008
1183,G002537005001810010,博兴北-博兴北虚收费门架,37.242432,118.197677
1184,G002537005001820010,博兴北虚-博兴北收费门架,37.242432,118.197677
1185,G002537005001910010,广饶西-广饶西虚收费门架,37.225670,118.400298
1186,G002537005001920010,广饶西虚-广饶西收费门架,37.225670,118.400298
1187,G003537001000220020,孝里-长清门架2,36.470362,116.721353
1188,G003537001000220030,孝里-长清门架1,36.391422,116.652523
1189,G003537001000320040,平阴-孝里门架2,36.38217929,116.63006269
1190,G003537001000320050,平阴-孝里门架1,36.28351678,116.48976133
1191,G003537001000420060,孔村枢纽-平阴门架,36.26335131,116.48438273
1192,G003537001000520070,平阴南-孔村枢纽门架,36.108733,116.439463
1193,G003537001000620080,东平-平阴南门架2,36.093719,116.442870
1194,G003537001000620090,东平-平阴南门架1,35.937788,116.409208
1195,G003537001000820100,东济济广枢纽-东平门架,35.92308718595265,116.4139328266817
1196,G003537001001020110,梁山-东济济广枢纽门架,35.68826779,116.23168141
1197,G003537001001120120,嘉祥西-梁山门架,35.67859925,116.21787192
1198,G003537001001220130,王官屯枢纽-嘉祥西门架,35.602412,116.140813
1199,G003537001001510140,嘉祥西-王官屯枢纽门架,35.604878,116.141868
1200,G003537001001610150,梁山-嘉祥西门架,35.68053366320363,116.22050535214638
1201,G003537001001710160,东济济广枢纽-梁山门架,35.691438643521025,116.2352073565711
1202,G003537001001910170,东平-东济济广枢纽门架,35.92511365526458,116.41310897913273
1203,G003537001002010180,平阴南-东平门架2,35.939391,116.408698
1204,G003537001002010190,平阴南-东平门架1,36.098564,116.442196
1205,G003537001002210200,孔村枢纽-平阴南门架,36.109723,116.438995
1206,G003537001002310210,平阴-孔村枢纽门架,36.265409,116.484520
1207,G003537001002410220,孝里-平阴门架2,36.28422607,116.48997485
1208,G003537001002410230,孝里-平阴门架1,36.3825437,116.6312929
1209,G003537001002510240,长清-孝里门架2,36.393048,116.655610
1210,G003537001002510250,长清-孝里门架1,36.472930,116.723009
1211,G003537001002710010,长清-长清虚收费门架,36.483978,116.728047
1212,G003537001002720010,长清虚-长清收费门架,36.483978,116.728047
1213,G003537001002810010,孝里-孝里虚收费门架,36.472625,116.717437
1214,G003537001002820010,孝里虚-孝里收费门架,36.472625,116.717437
1215,G003537001002910010,平阴-平阴虚收费门架,36.382185,116.624680
1216,G003537001002920010,平阴虚-平阴收费门架,36.382185,116.624680
1217,G003537001003010010,平阴南-平阴南虚收费门架,35.939670,116.402786
1218,G003537001003020010,平阴南虚-平阴南收费门架,35.939670,116.402786
1219,G003537001003110010,东平-东平虚收费门架,35.924820,116.407346
1220,G003537001003120010,东平虚-东平收费门架,35.924820,116.407346
1221,G003537001003210010,梁山-梁山虚收费门架,35.680728,116.215025
1222,G003537001003220010,梁山虚-梁山收费门架,35.680728,116.215025
1223,G003537001003310010,嘉祥西-嘉祥西虚收费门架,35.678918,116.212338
1224,G003537001003320010,嘉祥西虚-嘉祥西收费门架,35.678918,116.212338
1225,G003537001003410260,济广南菏界-长清大学城虚收费门架,36.476145,116.720250
1226,G003537001003420260,长清大学城虚-济广南菏界收费门架,36.476145,116.720250
1227,G003537001003510270,长清大学城虚-长清虚收费门架,36.476145,116.720250
1228,G003537001003520270,长清虚-长清大学城虚收费门架,36.476145,116.720250
1229,G003537001003610280,长清大学城-长清大学城虚收费门架,36.476145,116.720250
1230,G003537001003620280,长清大学城虚-长清大学城收费门架,36.476145,116.720250
1231,G003537002000120010,菏泽新北-菏泽枢纽门架,35.29368919,115.66661466
1232,G003537002000220020,菏泽新东-菏泽新北门架,35.226772,115.664344
1233,G003537002000320030,定陶-菏泽新东门架,35.19859982,115.66934144
1234,G003537002000420040,枣菏枢纽-定陶门架,35.020065,115.645421
1235,G003537002000520050,古营集-枣菏枢纽门架,34.95619853040168,115.6407226782867
1236,G003537002000620060,曹县-古营集门架,34.92905145,115.64489431
1237,G003537002000820070,济广鲁豫-仵楼门架,34.605522341692776,115.67065204707285
1238,G003537002000820080,济广鲁豫-仵楼门架,34.59828180407162,115.67218569976293
1239,G003537002000910090,仵楼-济广鲁豫门架,34.59892259,115.67188688
1240,G003537002000910100,仵楼-济广鲁豫门架,34.60607471,115.670349
1241,G003537002001110110,古营集-曹县门架,34.93017975,115.64467326
1242,G003537002001210120,枣菏枢纽-古营集门架,34.95622729501727,115.64058787401466
1243,G003537002001310130,定陶-枣菏枢纽门架,35.021711,115.645327
1244,G003537002001410140,菏泽新东-定陶门架,35.19902385,115.66908191
1245,G003537002001510150,菏泽新北-菏泽新东门架,35.227153,115.664088
1246,G003537002001610160,菏泽枢纽-菏泽新北门架,35.2958082,115.66685152
1247,G003537002001710010,菏泽新北-菏泽新北虚收费门架,115.661134,35.294344
1248,G003537002001720010,菏泽新北虚-菏泽新北收费门架,115.661134,35.294344
1249,G003537002001810010,菏泽新东-菏泽新东虚收费门架,115.663403,35.199718
1250,G003537002001820010,菏泽新东虚-菏泽新东收费门架,115.663403,35.199718
1251,G003537002001910010,定陶-定陶虚收费门架,115.639705,35.022185
1252,G003537002001920010,定陶虚-定陶收费门架,115.639705,35.022185
1253,G003537002002010010,古营集-古营集虚收费门架,115.635279,34.957198
1254,G003537002002020010,古营集虚-古营集收费门架,115.635279,34.957198
1255,G003537002002110010,曹县-曹县虚收费门架,115.639375,34.930129
1256,G003537002002120010,曹县虚-曹县收费门架,115.639375,34.930129
1257,G003537003000210020,王官屯枢纽-郓城南虚门架,0.000000,0.000000
1258,G003537003000310030,郓城南虚-郓城虚门架,0.000000,0.000000
1259,G003537003000410040,郓城-菏泽枢纽门架,0.000000,0.000000
1260,G003537003000510050,菏泽枢纽-曹州枢纽门架,0.000000,0.000000
1261,G003537003000610060,曹州枢纽-菏泽东门架,35.296797723678125,115.59744154377373
1262,G003537003000710070,菏泽东-菏泽门架,35.28971757,115.5620289
1263,G003537003000810080,菏泽-菏泽西门架,35.296359,115.500542
1264,G003537003000910090,菏泽西-菏东枢纽门架,35.28687525,115.39179096
1265,G003537003001010100,菏东枢纽-东明门架,35.30380459,115.13812789
1266,G003537003001120110,东明-菏东枢纽门架,35.30401676,115.13744161
1267,G003537003001220120,菏东枢纽-菏泽西门架,35.28672408,115.39128275
1268,G003537003001320130,菏泽西-菏泽门架,35.296494,115.499405
1269,G003537003001420140,菏泽-菏泽东门架,35.28913444,115.56054817
1270,G003537003001520150,菏泽东-曹州枢纽门架,35.29651401098718,115.59332684433718
1271,G003537003001620160,曹州枢纽-菏泽枢纽门架,0.000000,0.000000
